isin,wkn,ticker,valor,name,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2024,2023,2022,2021,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown
DE000ETFL169,ETFL16,EL4Q,,Deka iBoxx EUR Liquid Sovereign Diversified 10+ UCITS ETF,2009-03-03,5831,15.975342465753425,Long-only,Germany,EUR,False,False,Distributing,0.15,Full replication,11,False,25,-0.55,-1.55,1.22,-1.15,-0.82,2.13,-26.01,-32.76,-1.39,10.64,-36.85,-7.84,2.01,2.01,10.89,16.99,14.81,0.19,-0.56,-0.51,-47.19,-8.36,-40.22,-47.19
IE00BG21M733,A2JRFU,VRPS,42906569,Invesco Variable Rate Preferred Shares UCITS ETF,2018-10-03,2330,6.383561643835616,Long-only,Ireland,USD,False,True,Distributing,0.5,Full replication,11,False,296,0.39,-1.24,-0.55,2.39,9.49,12.57,24.93,20.57,17.5,5.35,-4.24,12.29,4.8,5.14,6.33,8.58,11.02,1.98,0.9,0.35,-29.74,-2.53,-13.22,-29.74
IE00B23D8X81,A0M2EC,6PSC,3567444,Invesco FTSE RAFI Europe UCITS ETF Dist,2007-11-19,6301,17.263013698630136,Long-only,Ireland,EUR,False,True,Distributing,0.39,Full replication,11,False,488,11.75,3.2,7.92,12.44,13.67,23.2,35.09,55.31,10.74,16.18,-4.02,26.51,3.19,3.79,10.34,13.88,19.17,2.24,0.76,0.48,-59.78,-7.38,-16.7,-39.29
LU1310477036,DBX0P8,AH50,31446256,Xtrackers Harvest FTSE China A-H 50 UCITS ETF 1D,2016-03-22,3255,8.917808219178083,Long-only,Luxembourg,USD,False,False,Distributing,0.65,Full replication,11,False,50,0.96,1.43,4.4,4.4,22.59,25.9,-8.64,5.77,25.23,-15.02,-16.55,1.98,2.22,2.72,20.12,21.28,21.86,1.28,-0.14,0.05,-44.96,-14.78,-35.81,-44.96
LU2408468887,A3C9CA,CBSUS5,115442893,UBS ETF (LU) Bloomberg MSCI US Liquid Corporates 1-5 Year Sustainable UCITS ETF (hedged to CHF) A-acc,2022-03-31,1055,2.8904109589041096,Long-only,Luxembourg,CHF,True,False,Accumulating,0.25,Sampling,10,True,167,0.39,0.49,0.39,-0.39,0.39,2.09,,,-1.16,7.72,,,,,8.22,,,0.25,,,-8.07,-5.26,,
IE000H22E3N8,A3D8N0,CBU0,125504718,iShares Core GBP Corporate Bond UCITS ETF EUR Hedged (Acc),2023-03-22,699,1.915068493150685,Long-only,Ireland,EUR,True,True,Accumulating,0.25,Sampling,10,False,506,22.35,19.59,19.86,21.79,0.19,3.31,,,-17.33,,,,,,51.26,,,0.06,,,-18.76,-18.76,,
LU1681038169,A2H58Z,TPHC,38785037,Amundi Japan Topix UCITS ETF Daily Hedged CHF,2016-04-26,3220,8.821917808219178,Long-only,Luxembourg,CHF,True,False,Accumulating,0.48,Swap based Unfunded,10,False,,-1.36,0.66,2.89,1.1,5.31,8.12,68.96,97.76,19.11,36.75,0.68,15.21,,,23.19,18.74,18.85,0.35,1.02,0.77,-28.05,-20.89,-20.89,-26.21
IE000LZI2UH4,A40MLY,JPUA,137795537,JPMorgan USD High Yield Bond Active UCITS ETF USD (acc),2024-11-26,84,0.23013698630136986,"Long-only, Active",Ireland,USD,False,False,Accumulating,0.45,Full replication,10,True,342,1.05,-1.13,-0.72,,,,,,,,,,,,,,,,,,-1.95,,,
IE00BGYWSW13,A3ES6A,VCDE,128855137,Vanguard USD Corporate 1-3 Year Bond UCITS ETF (EUR) Hedged Accumulating,2023-10-03,504,1.3808219178082193,Long-only,Ireland,EUR,True,False,Accumulating,0.14,Sampling,10,False,1503,0.88,0.24,0.41,1.44,1.48,4.22,,,3.33,,,,,,5.6,,,0.75,,,-7.92,-1.76,,
LU2082996542,LYX04E,LYX4,52665577,Amundi STOXX Europe 600 Basic Materials UCITS ETF Dist,2020-07-02,1692,4.635616438356164,Long-only,Luxembourg,EUR,False,False,Distributing,0.3,Swap based Unfunded,10,False,,8.09,1.81,4.66,6.24,5.25,1.98,6.16,,-9.18,16.58,-14.69,24.82,2.31,2.3,15.31,17.45,,0.13,0.12,,-24.69,-14.6,-18.58,
IE00BYQCZL35,A2AB8B,DXJD,30125341,WisdomTree Japan Equity UCITS ETF CHF Hedged Acc,2016-02-02,3304,9.052054794520547,Long-only,Ireland,CHF,True,False,Accumulating,0.45,Optimized sampling,10,True,495,-1.21,1.21,1.97,2.1,10.35,12.11,91.29,139.53,24.59,43.2,8.22,22.76,,,25.4,20.57,20.49,0.48,1.17,0.93,-33.33,-23.13,-23.13,-27.98
IE00BDGN9Z19,A2AP5L,XMVE,34357207,Xtrackers MSCI EMU Screened UCITS ETF 1D,2016-11-08,3024,8.284931506849315,Long-only,Ireland,EUR,False,True,Distributing,0.12,Full replication,10,True,207,11.32,2.87,6.6,13.3,12.86,17.05,33.64,36.36,9.38,20.25,-13.17,17.36,2.61,2.97,12.2,16.32,17.8,1.39,0.62,0.36,-33.9,-9.44,-20.03,-33.9
DE000A3GXNV0,A3GXNV,VLNK,,VanEck Chainlink ETN,2022-04-26,1029,2.819178082191781,Long-only,Liechtenstein,USD,False,False,Accumulating,1.5,Physically backed,10,False,,-10.03,-0.23,-22.61,41.88,95.87,-1.92,,,37.3,178.5,,,,,93.8,,,-0.02,,,-63.07,-60.0,,
IE0008QIFH42,A40B8S,JGGE,134786983,JPMorgan EUR Aggregate Bond Active UCITS ETF EUR (dist),2025-01-21,28,0.07671232876712329,"Long-only, Active",Ireland,EUR,False,False,Distributing,0.3,Full replication,10,True,,,-0.5,,,,,,,,,,,,,,,,,,,-0.7,,,
IE000IEOQSJ3,A40MLS,JEYH,137753351,JPMorgan EUR High Yield Bond Active UCITS ETF EUR (acc),2024-12-10,70,0.1917808219178082,"Long-only, Active",Ireland,EUR,False,False,Accumulating,0.45,Full replication,10,True,168,1.71,0.6,1.81,,,,,,,,,,,,,,,,,,-1.0,,,
IE0002SCQ8X0,A40JUY,CEB3,136611244,iShares MSCI Japan ESG Enhanced UCITS ETF EUR Hedged (Acc),2024-08-05,197,0.5397260273972603,Long-only,Ireland,EUR,True,False,Accumulating,0.18,Optimized sampling,10,True,186,0.9,1.82,3.53,3.53,5.48,,,,,,,,,,,,,,,,-8.3,,,
IE000A7N3IV0,A40FFC,JRWA,138622023,JPMorgan All Country Research Enhanced Index Equity Active UCITS ETF USD (acc),2024-12-10,70,0.1917808219178082,"Long-only, Active",Ireland,USD,False,False,Accumulating,0.25,Full replication,10,True,1046,4.32,0.0,1.68,,,,,,,,,,,,,,,,,,-3.49,,,
FR0014002IH8,,BTC,112870075,Melanion Bitcoin Equities UCITS ETF,2021-10-22,1215,3.328767123287671,Long-only,France,EUR,False,False,Accumulating,0.75,Optimized sampling,10,False,,5.6,0.4,-0.34,-0.17,71.3,49.75,3.2,,56.33,184.88,-82.72,,,,72.46,72.93,,0.68,0.01,,-90.65,-41.0,-81.99,
LU2099991882,A2PYA9,CORPS,52004414,UBS ETF (LU) Bloomberg MSCI Global Liquid Corporates Sustainable UCITS ETF (hedged to USD) A-acc,2021-03-31,1420,3.8904109589041096,Long-only,Luxembourg,USD,True,False,Accumulating,0.16,Sampling,10,True,978,0.44,-0.66,0.22,1.8,6.35,8.57,9.44,,9.58,5.39,-10.9,,,,7.23,10.12,,1.18,0.3,,-13.35,-2.24,-11.95,
CH1315732268,A4AE1T,XETH,,Xtrackers Galaxy Physical Ethereum ETC Securities,2024-03-25,330,0.9041095890410958,Long-only,Switzerland,USD,False,False,Accumulating,0.35,Physically backed,10,False,,-20.65,1.43,-21.69,-9.09,10.64,,,,,,,,,,,,,,,,-43.42,,,
IE000R4ZNTN3,A40X3Z,IXUA,140323686,iShares MSCI World ex-USA UCITS ETF USD (Acc),2025-01-24,25,0.0684931506849315,Long-only,Ireland,USD,False,False,Accumulating,0.15,Optimized sampling,10,False,,,1.41,,,,,,,,,,,,,,,,,,,-0.81,,,
IE00B5MTWZ80,A0RPSE,SC0X,10407734,Invesco European Technology Sector UCITS ETF,2009-07-08,5704,15.627397260273973,Long-only,Ireland,EUR,False,False,Accumulating,0.2,Swap based Unfunded,10,False,,13.36,3.27,8.01,20.05,15.62,11.21,35.94,58.59,6.11,31.97,-27.74,23.95,,,19.78,23.59,24.98,0.56,0.46,0.39,-38.67,-15.26,-24.33,-38.67
IE000JLILKH0,A40FFD,JRWU,138622007,JPMorgan All Country Research Enhanced Index Equity Active UCITS ETF USD (dist),2024-12-10,70,0.1917808219178082,"Long-only, Active",Ireland,USD,False,False,Distributing,0.25,Full replication,10,True,1046,4.62,0.29,1.98,,,,,,,,,,,,,,,,,,-2.95,,,
IE00BF92J153,A2H5GM,DPGA,111848378,L&G Digital Payments UCITS ETF,2021-05-26,1364,3.736986301369863,Long-only,Ireland,USD,False,False,Accumulating,0.49,Full replication,10,True,39,3.99,-0.37,2.54,7.6,23.77,26.49,23.21,,22.2,14.83,-26.17,,,,18.09,24.69,,1.46,0.29,,-44.16,-13.39,-26.61,
IE000D9WMGF0,A40MD4,IG31,137599069,iShares iBonds Dec 2031 Term EUR Corporate UCITS ETF EUR (Acc),2024-11-05,105,0.2876712328767123,Long-only,Ireland,EUR,False,False,Accumulating,0.12,Sampling,10,True,194,0.99,-0.2,1.39,1.39,,,,,,,,,,,,,,,,,-2.73,,,
IE000R88UVN6,A40MLZ,JPUY,137795563,JPMorgan USD High Yield Bond Active UCITS ETF USD (dist),2024-11-26,84,0.23013698630136986,"Long-only, Active",Ireland,USD,False,False,Distributing,0.45,Full replication,10,True,342,1.06,-1.13,-0.72,,,,,,,,,,,,,,,,,,-1.86,,,
IE00BFMM8Y81,A2JGQE,EUNQ,41018976,iShares Spain Government Bond UCITS ETF USD Hedged (Acc),2018-04-19,2497,6.841095890410959,Long-only,Ireland,USD,True,True,Accumulating,0.22,Sampling,10,False,52,-0.75,-2.21,-1.12,1.53,7.06,9.03,8.15,-0.19,11.23,5.25,-10.92,5.56,,,7.99,11.12,10.16,1.13,0.24,0.0,-16.95,-3.37,-15.85,-16.95
IE00BM8R0N95,A2QRCP,GN0M,113624936,Global X Genomics & Biotechnology UCITS ETF,2021-11-02,1204,3.2986301369863016,Long-only,Ireland,USD,False,True,Accumulating,0.5,Full replication,10,False,41,1.82,1.36,1.82,4.2,-8.09,-10.43,-31.42,,-10.84,-11.72,-32.85,,,,28.9,34.66,,-0.36,-0.34,,-57.09,-20.35,-47.68,
LU0484969463,DBX0FE,XBAT,11720390,Xtrackers iBoxx Sovereigns Eurozone AAA Swap UCITS ETF 1C,2010-09-22,5263,14.419178082191781,Long-only,Luxembourg,EUR,False,False,Accumulating,0.15,Swap based Unfunded,10,False,,-0.19,-0.48,0.87,0.0,0.33,2.66,-11.04,-15.25,0.35,5.64,-18.49,-2.96,,,4.85,7.21,6.21,0.55,-0.53,-0.52,-24.36,-3.88,-19.79,-24.36
IE000LOSV2D0,DBX0UN,XBUZ,129532094,Xtrackers USA Biodiversity Focus SRI UCITS ETF 1C,2023-09-26,511,1.4,Long-only,Ireland,USD,False,False,Accumulating,0.3,Full replication,10,True,253,3.89,-0.36,1.41,4.25,14.36,24.85,,,30.45,,,,,,14.43,,,1.72,,,-9.43,-9.43,,
IE000X8M8M80,A401NK,FEBB,132493200,First Trust Vest U.S. Equity Moderate Buffer UCITS ETF - February Class A Accumulation,2024-02-16,368,1.0082191780821919,"Long-only, Active",Ireland,USD,False,False,Accumulating,0.85,Full replication,10,False,,0.96,-1.04,-0.67,3.77,10.88,,,,,,,,,,,,,,,,-4.44,,,
IE000W6L2AI3,DBX0TG,XCEU,124305961,Xtrackers MSCI EMU Climate Transition UCITS ETF 1C,2023-01-31,749,2.052054794520548,Long-only,Ireland,EUR,False,False,Accumulating,0.12,Full replication,10,True,188,11.38,3.28,6.95,13.25,12.68,17.51,,,9.44,,,,,,11.87,,,1.47,,,-11.05,-8.92,,
IE00075IVKF9,A401YJ,U8NJ,,HANetf Sprott Junior Uranium Miners UCITS ETF USD Accumulating,2024-02-23,361,0.989041095890411,Long-only,Ireland,USD,False,True,Accumulating,0.85,Full replication,10,False,32,-2.92,-6.61,-10.74,-11.16,2.54,,,,,,,,,,,,,,,,-44.65,,,
LU2809864452,DBX0V1,XB32,137821169,Xtrackers II Target Maturity Sept 2032 EUR Corporate Bond UCITS ETF 1D,2024-09-25,146,0.4,Long-only,Luxembourg,EUR,False,False,Distributing,0.12,Sampling,10,True,88,0.9,-0.23,1.43,1.25,,,,,,,,,,,,,,,,,-3.03,,,
IE0004I037N4,A408N2,EMGM,139358025,Franklin FTSE Emerging Markets UCITS ETF USD Capitalisation,2024-10-22,119,0.32602739726027397,Long-only,Ireland,USD,False,False,Accumulating,0.11,Full replication,10,False,,3.49,0.67,3.9,5.45,,,,,,,,,,,,,,,,,-4.27,,,
IE000BRM9046,A40J95,IVDF,136725353,Invesco Defence Innovation UCITS ETF Acc,2024-10-29,112,0.30684931506849317,Long-only,Ireland,USD,False,True,Accumulating,0.35,Full replication,10,False,47,4.88,-2.89,0.75,9.82,,,,,,,,,,,,,,,,,-6.06,,,
IE00BHNGHW42,A2PZ96,USMV,52637559,Ossiam US Minimum Variance ESG NR UCITS ETF 1A (USD),2020-04-24,1761,4.824657534246575,Long-only,Ireland,USD,False,False,Accumulating,0.65,Full replication,9,True,88,3.19,-1.12,0.63,3.79,11.76,18.15,30.55,,21.83,-1.31,-0.95,27.13,,,10.74,13.94,,1.69,0.67,,-14.05,-4.46,-14.05,
IE00061J0RC6,A3DSS5,WELC,121117855,Amundi S&P Global Consumer Discretionary ESG UCITS ETF DR EUR (D),2022-09-20,882,2.4164383561643836,Long-only,Ireland,EUR,False,True,Distributing,0.18,Full replication,9,True,117,0.75,-0.04,-1.25,9.54,26.3,24.17,,,29.59,28.76,,,0.88,1.09,18.09,,,1.33,,,-17.1,-11.7,,
IE0008SEV3B2,A3D3A4,EGVD,123657742,Invesco EUR Government and Related Green Transition UCITS ETF Dist,2023-04-21,669,1.832876712328767,"Long-only, Active",Ireland,EUR,False,True,Distributing,0.15,Full replication,9,True,124,-0.19,-0.58,0.79,0.15,1.09,3.45,,,1.85,,,,3.0,3.02,4.93,,,0.7,,,-4.01,-3.48,,
IE0004U3TX15,A3DLEK,MTVR,120608546,L&G Metaverse ESG Exclusions UCITS ETF USD Accumulating,2022-09-01,901,2.4684931506849317,Long-only,Ireland,USD,False,False,Accumulating,0.39,Full replication,9,True,63,6.55,0.32,2.28,11.65,18.52,25.95,,,31.07,60.19,,,,,22.8,,,1.13,,,-19.75,-19.75,,
LU0429790743,DBX0CZ,XCBE,10362077,Xtrackers Bloomberg Commodity Swap UCITS ETF 2C EUR Hedged,2009-07-09,5703,15.624657534246575,Long-only,Luxembourg,EUR,True,False,Accumulating,0.24,Swap based Unfunded,9,False,,7.53,0.0,2.42,10.68,11.13,14.5,5.95,62.35,4.16,-9.58,15.83,31.0,,,12.11,17.06,16.33,1.19,0.11,0.62,-68.65,-10.98,-25.73,-25.73
IE00BYQCZX56,A1403C,WTDF,30130569,WisdomTree Europe Equity UCITS ETF EUR Acc,2015-11-02,3396,9.304109589041095,Long-only,Ireland,EUR,False,False,Accumulating,0.32,Full replication,9,True,126,12.99,3.32,7.71,15.25,13.08,11.17,32.41,47.6,3.86,22.57,-12.51,23.48,,,13.96,17.89,19.96,0.8,0.55,0.41,-36.9,-11.94,-17.62,-36.46
IE00BVFZGC04,A18C5F,0LJC,,WisdomTree Bloomberg WTI Crude Oil,2015-04-09,3603,9.871232876712329,Long-only,Ireland,USD,False,False,Accumulating,0.25,Swap based,9,False,,-0.29,-2.78,-9.16,9.58,4.85,6.68,22.3,49.12,20.37,-6.11,31.34,73.65,,,27.75,36.31,54.16,0.24,0.19,0.15,-88.98,-20.93,-39.86,-81.42
LU2265794946,A2QJ9P,UIC1,58669658,UBS ETF (LU) Solactive China Technology UCITS ETF (hedged to EUR) A-acc,2021-03-05,1446,3.9616438356164383,Long-only,Luxembourg,EUR,True,True,Accumulating,0.5,Full replication,9,False,97,22.77,6.46,24.62,28.22,50.26,49.87,-16.98,,9.3,-12.24,-34.4,,,,28.94,37.43,,1.72,-0.16,,-69.85,-18.44,-49.06,
CH1129538448,A3GUQJ,POLY,112953844,21Shares Polygon ETP,2021-11-17,1189,3.2575342465753425,Long-only,Switzerland,USD,False,False,Accumulating,2.5,Physically backed,9,False,,-32.68,2.37,-38.21,-10.59,-16.63,-65.12,-81.6,,-51.78,25.71,-68.86,,,,89.34,88.35,,-0.73,-0.49,,-89.94,-77.23,-83.69,
LU2278080713,DBX0AA,XCMC,114426579,Xtrackers Bloomberg Commodity Swap UCITS ETF 1C,2021-11-03,1203,3.2958904109589042,Long-only,Luxembourg,USD,False,False,Accumulating,0.19,Swap based Unfunded,9,False,,6.35,-1.58,0.72,11.42,17.36,19.36,23.03,,12.83,-10.35,26.89,,,,11.92,15.99,,1.62,0.45,,-22.5,-12.09,-22.5,
LU1169830285,A14MGX,CHUSDD,26688593,UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (hedged to USD) A-dis,2020-06-24,1700,4.657534246575342,Long-only,Luxembourg,USD,True,True,Distributing,0.23,Full replication,9,False,45,10.47,1.14,7.23,10.47,14.29,23.23,33.11,,16.51,6.12,-9.66,34.46,1.45,1.76,12.39,13.49,,1.87,0.74,,-13.45,-7.39,-13.45,
IE0001XIQ4D9,A3E2UN,BS7A,131108835,Invesco BulletShares 2027 USD Corporate Bond UCITS ETF Acc,2024-05-21,273,0.7479452054794521,Long-only,Ireland,USD,False,True,Accumulating,0.1,Sampling,9,True,420,-0.57,-1.7,-1.52,1.76,6.56,,,,,,,,,,,,,,,,-2.62,,,
IE000RO1O3N4,A3DJRN,V3CD,118049896,Vanguard ESG USD Corporate Bond UCITS ETF (USD) Distributing,2022-11-15,826,2.263013698630137,Long-only,Ireland,USD,False,False,Distributing,0.11,Sampling,9,True,1801,0.45,-1.05,-0.44,2.11,5.14,8.35,,,8.8,4.81,,,5.0,5.15,7.51,,,1.11,,,-5.51,-2.53,,
LU2090062352,LYX038,C101,51943707,Amundi USD Fed Funds Rate UCITS ETF Dist,2020-03-06,1810,4.958904109589041,Long-only,Luxembourg,USD,False,False,Distributing,0.1,Swap based Unfunded,9,False,,0.35,-1.39,-1.36,2.15,7.43,8.01,22.7,,11.24,1.48,7.89,8.3,5.37,5.5,6.43,8.11,,1.24,0.87,,-13.23,-3.4,-11.99,
LU2809864619,DBX0V3,XB34,137821195,Xtrackers II Target Maturity Sept 2034 EUR Corporate Bond UCITS ETF 1D,2024-09-25,146,0.4,Long-only,Luxembourg,EUR,False,False,Distributing,0.12,Sampling,9,True,86,1.0,-0.4,1.5,1.32,,,,,,,,,,,,,,,,,-3.67,,,
IE00026BEVM6,A3DSTF,WELT,121117866,Amundi S&P Global Industrials ESG UCITS ETF EUR (D),2022-09-20,882,2.4164383561643836,Long-only,Ireland,EUR,False,True,Distributing,0.18,Full replication,9,True,193,5.88,0.19,2.46,3.6,13.72,17.4,,,17.16,18.7,,,1.33,1.54,13.48,,,1.29,,,-11.06,-8.01,,
IE00BWC52F58,A14QCP,LDCC,27526383,PIMCO US Low Duration Corporate Bond UCITS ETF CHF Hedged Acc,2015-04-30,3582,9.813698630136987,Long-only,Ireland,CHF,True,False,Accumulating,0.54,Sampling,9,False,313,0.52,0.45,0.58,-0.18,0.79,2.53,7.76,7.84,-0.75,8.04,-3.48,3.17,,,8.1,10.05,8.6,0.31,0.25,0.18,-13.49,-5.03,-8.44,-8.55
IE000061JZE2,A3E3M3,TIND,,Tabula FTSE Indian Government Bond Short Duration UCITS ETF USD Acc,2023-12-20,426,1.167123287671233,Long-only,Ireland,USD,False,False,Accumulating,0.39,Full replication,9,False,,-1.4,-0.8,-1.4,-1.2,4.55,4.99,,,10.6,,,,,,6.4,,,0.78,,,-3.22,-3.22,,
IE00BGJWWT11,A2PM7M,EIB7,49189570,Invesco Euro Government Bond 5-7 Year UCITS ETF Dist,2019-08-28,2001,5.482191780821918,Long-only,Ireland,EUR,False,False,Distributing,0.1,Sampling,9,False,31,0.06,-0.51,0.75,0.49,1.51,4.09,-3.86,-7.0,2.23,7.12,-14.74,-1.91,2.85,2.89,3.95,6.27,5.24,1.03,-0.21,-0.27,-17.12,-2.81,-14.63,-17.12
IE00BMDBMV87,A2QGU3,ESGJ,57795241,Invesco MSCI Japan Universal Screened UCITS ETF Acc,2021-01-08,1502,4.115068493150685,Long-only,Ireland,USD,False,False,Accumulating,0.19,Full replication,9,True,186,3.48,0.45,5.1,6.09,7.23,10.52,25.59,,14.98,15.04,-12.21,,,,24.28,20.16,,0.43,0.39,,-20.91,-17.43,-17.43,
DE000A3GN5J9,A3GN5J,ELTC,111198508,Bitwise Physical Litecoin ETP,2021-03-22,1429,3.915068493150685,Long-only,Germany,USD,False,False,Accumulating,2.0,Physically backed,9,False,,16.15,1.12,-11.27,48.62,93.02,76.6,7.26,,44.03,5.39,-51.24,,,,84.71,73.53,,0.9,0.03,,-87.08,-49.09,-64.62,
IE00BN2BCY94,A2QCGW,XDRE,,Xtrackers Developed Green Real Estate ESG UCITS ETF 1C,2024-11-07,103,0.2821917808219178,Long-only,Ireland,USD,False,False,Accumulating,0.18,Full replication,9,True,150,2.69,-0.39,1.88,0.43,,,,,,,,,,,,,,,,,-8.61,,,
IE00BYTH6238,A14X88,FTG2,29134385,First Trust US IPO Index UCITS ETF Acc,2015-08-14,3476,9.523287671232877,Long-only,Ireland,USD,False,False,Accumulating,0.65,Full replication,9,False,100,18.1,1.97,9.6,19.18,48.07,45.52,47.0,71.05,32.7,17.72,-31.45,12.01,,,22.97,25.27,28.0,1.98,0.54,0.4,-39.36,-14.38,-28.51,-39.36
DE000A2UDH63,A2UDH6,XPPE,,Xtrackers IE Physical Platinum EUR Hedged ETC Securities,2020-05-28,1727,4.7315068493150685,Long-only,Ireland,EUR,True,False,Accumulating,0.73,Physically backed,9,False,,7.2,-0.88,4.04,3.25,1.38,6.42,-18.5,,-11.93,-8.97,5.52,-11.53,,,21.74,23.91,,0.29,-0.28,,-40.73,-15.93,-31.25,
IE00BVGC6645,A14MTZ,NS4E,26825652,Invesco JPX-Nikkei 400 EUR Hedged UCITS ETF,2015-03-10,3633,9.953424657534246,Long-only,Ireland,EUR,True,False,Accumulating,0.19,Swap based Unfunded,9,False,,-0.13,1.78,3.07,2.82,4.24,10.89,63.55,90.55,24.2,31.36,-3.58,11.4,,,23.69,19.24,19.52,0.46,0.93,0.7,-33.71,-24.28,-24.28,-26.91
IE00BXDZNH00,A14Z33,UPVL,29317245,UBS ETF (IE) Factor MSCI USA Prime Value ESG UCITS ETF (hedged to GBP) A-dis,2016-02-01,3305,9.054794520547945,Long-only,Ireland,GBP,True,False,Distributing,0.28,Full replication,9,True,130,2.44,0.69,1.53,-0.6,2.96,11.39,16.42,50.26,11.86,16.51,-15.08,37.58,0.92,1.01,14.39,19.36,24.23,0.79,0.27,0.35,-44.64,-9.48,-25.34,-44.64
IE00BKS2X317,A2PTJ8,FSOV,51190048,First Trust Low Duration Global Government Bond UCITS ETF EUR Hedged dist,2019-11-18,1919,5.257534246575342,Long-only,Ireland,EUR,True,False,Distributing,0.55,Full replication,9,False,60,0.29,-0.17,1.0,0.94,0.06,2.51,-1.1,-8.67,1.56,4.61,-8.69,-6.78,1.6,1.61,1.83,2.6,2.56,1.37,-0.14,-0.7,-15.76,-1.67,-8.4,-15.76
IE0007O06KL9,A40HWA,RU2K,,iShares Russell 2000 Swap UCITS ETF USD (ACC),2024-10-03,138,0.3780821917808219,Long-only,Ireland,USD,False,False,Accumulating,0.2,Swap based,9,False,,1.04,-2.2,-1.81,-0.2,,,,,,,,,,,,,,,,,-8.62,,,
IE00B5MJYY16,A0RPR7,SC0T,10407898,Invesco European Health Care Sector UCITS ETF,2009-07-08,5704,15.627397260273973,Long-only,Ireland,EUR,False,False,Accumulating,0.2,Swap based Unfunded,9,False,,8.07,-0.16,6.21,8.52,-1.29,12.59,23.18,32.4,7.34,5.9,-7.61,25.23,,,11.23,13.1,15.61,1.12,0.55,0.37,-25.88,-12.86,-20.1,-25.88
IE000IM4K4K2,A3DRF9,FLRA,120773002,Franklin AI Metaverse and Blockchain UCITS ETF,2022-09-06,896,2.4547945205479453,Long-only,Ireland,USD,False,False,Accumulating,0.3,Full replication,9,False,75,6.11,0.02,0.28,14.35,33.0,32.55,,,28.72,70.14,,,,,25.53,,,1.27,,,-28.47,-19.16,,
IE00BLDGHX39,A2P2Z8,SPXCC,54125686,UBS ETF (IE) US Equity Defensive Covered Call SF UCITS ETF (USD) A-acc,2020-07-08,1686,4.619178082191781,Long-only,Ireland,USD,False,False,Accumulating,0.2,Swap based,9,False,,3.34,0.52,2.49,3.8,18.86,26.59,50.72,,32.01,18.67,-13.3,36.28,,,13.43,15.73,,1.97,0.93,,-15.29,-8.65,-15.29,
IE00BNC0MH93,A3CM9W,AW1J,111167777,UBS ETF (IE) MSCI Emerging Markets ex China Socially Responsible UCITS ETF (USD) A-acc,2024-03-20,335,0.9178082191780822,Long-only,Ireland,USD,False,False,Accumulating,0.2,Full replication,9,True,153,3.23,0.74,1.88,3.04,4.42,,,,,,,,,,,,,,,,-10.75,,,
IE000GBYNAU4,A40PU3,ADLT,138996991,AXA IM US Treasury 25+ Year UCITS ETF USD Acc,2024-10-04,137,0.37534246575342467,Long-only,Ireland,USD,False,False,Accumulating,0.07,Sampling,9,False,20,1.35,-1.42,0.9,0.78,,,,,,,,,,,,,,,,,-7.81,,,
IE00BN0YSK89,A2QEDN,F4DE,59769935,Ossiam Food for Biodiversity UCITS ETF 1A (EUR),2020-12-30,1511,4.13972602739726,"Long-only, Active",Ireland,EUR,False,False,Accumulating,0.75,Full replication,8,True,44,1.9,-0.16,2.01,2.51,6.54,10.61,12.99,,10.15,5.87,-11.8,18.76,,,10.21,12.58,,1.04,0.33,,-16.54,-5.05,-14.73,
IE000LAUZQT6,DBX0TT,XWEV,127165837,Xtrackers MSCI World Value ESG UCITS ETF 1C,2023-07-05,594,1.6273972602739726,Long-only,Ireland,USD,False,False,Accumulating,0.25,Full replication,8,True,267,7.5,1.0,4.62,9.1,13.5,18.53,,,13.89,,,,,,12.07,,,1.53,,,-10.0,-10.0,,
DE000A2QP4A8,A2QP4A,EXHG,117690011,iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE) EUR (Acc),2022-04-06,1049,2.873972602739726,Long-only,Germany,EUR,False,False,Accumulating,0.41,Full replication,8,False,12,10.99,6.69,8.6,14.56,4.12,-5.16,,,-8.54,24.37,,,,,18.48,,,-0.28,,,-25.61,-25.61,,
IE00BJ5CMD00,A2PPCE,GACB,49224019,Goldman Sachs ActiveBeta® Emerging Markets Equity UCITS ETF CLASS USD (Acc.),2019-11-04,1933,5.295890410958904,Long-only,Ireland,USD,False,False,Accumulating,0.49,Full replication,8,False,750,3.36,-0.07,2.79,4.99,8.36,15.23,6.1,15.57,13.73,7.16,-15.45,7.97,,,12.82,13.11,15.28,1.18,0.15,0.19,-31.5,-9.88,-19.67,-30.68
